Subset,Label,Video Name,Frame Number,Timestamp (s),Image Path,Preprocessed Image
train,Adult Content,allaboutmikeworld_7343681661374156037,3949,131.7650984317651,extracted_frames\train\Adult Content\allaboutmikeworld_7343681661374156037_frame_3949.jpg,[0.15686275 0.1372549  0.40784314 ... 0.11764706 0.16078431 0.33333333]
train,Adult Content,ameliamckeever__7197505728708381957,0,0.0,extracted_frames\train\Adult Content\ameliamckeever__7197505728708381957_frame_0.jpg,[0.21960784 0.14509804 0.24313725 ... 0.23137255 0.17647059 0.22352941]
train,Adult Content,ameliamckeever__7197505728708381957,360,12.0,extracted_frames\train\Adult Content\ameliamckeever__7197505728708381957_frame_360.jpg,[0.62745098 0.42352941 0.28235294 ... 0.22352941 0.1372549  0.15686275]
train,Adult Content,andykhan050590_7260425750887550216,0,0.0,extracted_frames\train\Adult Content\andykhan050590_7260425750887550216_frame_0.jpg,[0.48235294 0.21960784 0.4627451  ... 0.1372549  0.09411765 0.10196078]
train,Adult Content,andykhan050590_7260425750887550216,360,12.0,extracted_frames\train\Adult Content\andykhan050590_7260425750887550216_frame_360.jpg,[0.27843137 0.15686275 0.2627451  ... 0.0745098  0.04313725 0.08235294]
train,Adult Content,andykhan050590_7260425750887550216,720,24.0,extracted_frames\train\Adult Content\andykhan050590_7260425750887550216_frame_720.jpg,[0.44313725 0.4        0.52941176 ... 0.18823529 0.08235294 0.09803922]
train,Adult Content,andykhan050590_7260425750887550216,1080,36.0,extracted_frames\train\Adult Content\andykhan050590_7260425750887550216_frame_1080.jpg,[0.23137255 0.22352941 0.25098039 ... 0.21960784 0.1254902  0.14117647]
train,Adult Content,andykhan050590_7260425750887550216,1440,48.0,extracted_frames\train\Adult Content\andykhan050590_7260425750887550216_frame_1440.jpg,[0.46666667 0.56078431 0.67058824 ... 0.09411765 0.08235294 0.24313725]
train,Adult Content,andykhan050590_7260425750887550216,1800,60.0,extracted_frames\train\Adult Content\andykhan050590_7260425750887550216_frame_1800.jpg,[0.58431373 0.59215686 0.56862745 ... 0.30588235 0.19607843 0.19215686]
train,Adult Content,andykhan050590_7260425750887550216,2160,72.0,extracted_frames\train\Adult Content\andykhan050590_7260425750887550216_frame_2160.jpg,[0.22352941 0.15686275 0.16862745 ... 0.2627451  0.14901961 0.18431373]
train,Adult Content,andykhan050590_7260425750887550216,2520,84.0,extracted_frames\train\Adult Content\andykhan050590_7260425750887550216_frame_2520.jpg,[0.69019608 0.61568627 0.62745098 ... 0.21176471 0.18039216 0.21960784]
train,Adult Content,anhaili_7228475497708080389,0,0.0,extracted_frames\train\Adult Content\anhaili_7228475497708080389_frame_0.jpg,[0.02352941 0.         0.00392157 ... 0.07058824 0.09019608 0.1254902 ]
train,Adult Content,anhaili_7228475497708080389,360,12.0,extracted_frames\train\Adult Content\anhaili_7228475497708080389_frame_360.jpg,[0.04705882 0.00392157 0.01176471 ... 0.21176471 0.21568627 0.25490196]
train,Adult Content,anhthu10054_7350505174768602376,0,0.0,extracted_frames\train\Adult Content\anhthu10054_7350505174768602376_frame_0.jpg,[0.11372549 0.03529412 0.16862745 ... 0.04705882 0.03137255 0.02745098]
train,Adult Content,anhthu10054_7350505174768602376,360,12.0,extracted_frames\train\Adult Content\anhthu10054_7350505174768602376_frame_360.jpg,[0.16862745 0.11764706 0.29803922 ... 0.05098039 0.01568627 0.01568627]
train,Adult Content,animes0012_6964172083936890118,0,0.0,extracted_frames\train\Adult Content\animes0012_6964172083936890118_frame_0.jpg,[0. 0. 0. ... 0. 0. 0.]
train,Adult Content,animes0012_6964172083936890118,359,11.978645311978646,extracted_frames\train\Adult Content\animes0012_6964172083936890118_frame_359.jpg,[0.         0.         0.         ... 0.         0.         0.00392157]
train,Adult Content,animes0012_6964172083936890118,718,23.95729062395729,extracted_frames\train\Adult Content\animes0012_6964172083936890118_frame_718.jpg,[0. 0. 0. ... 0. 0. 0.]
train,Adult Content,animes0012_6964172083936890118,1077,35.93593593593594,extracted_frames\train\Adult Content\animes0012_6964172083936890118_frame_1077.jpg,[0. 0. 0. ... 0. 0. 0.]
train,Adult Content,animes0012_6964172083936890118,1436,47.91458124791458,extracted_frames\train\Adult Content\animes0012_6964172083936890118_frame_1436.jpg,[0. 0. 0. ... 0. 0. 0.]
train,Adult Content,animesu_09_7050996196701359407,0,0.0,extracted_frames\train\Adult Content\animesu_09_7050996196701359407_frame_0.jpg,[0.43137255 0.45490196 0.98431373 ... 0.66666667 0.62745098 0.95294118]
train,Adult Content,anime_eccworld_7103275220684901638,0,0.0,extracted_frames\train\Adult Content\anime_eccworld_7103275220684901638_frame_0.jpg,[0. 0. 0. ... 0. 0. 0.]
train,Adult Content,anime_eccworld_7103275220684901638,720,12.0,extracted_frames\train\Adult Content\anime_eccworld_7103275220684901638_frame_720.jpg,[0. 0. 0. ... 0. 0. 0.]
train,Adult Content,anime_sempai_01_6982614704376073478,0,0.0,extracted_frames\train\Adult Content\anime_sempai_01_6982614704376073478_frame_0.jpg,[0.09803922 0.         0.57647059 ... 0.47843137 0.2745098  0.43137255]
train,Adult Content,an_than_chi_thuat__7282766653425798402,0,0.0,extracted_frames\train\Adult Content\an_than_chi_thuat__7282766653425798402_frame_0.jpg,[0.56862745 0.50980392 0.40784314 ... 0.03137255 0.01568627 0.02352941]
train,Adult Content,an_than_chi_thuat__7282766653425798402,288,12.0,extracted_frames\train\Adult Content\an_than_chi_thuat__7282766653425798402_frame_288.jpg,[0.5372549  0.54117647 0.53333333 ... 0.13333333 0.15294118 0.14901961]
train,Adult Content,arkmush_7060184323189673222,0,0.0,extracted_frames\train\Adult Content\arkmush_7060184323189673222_frame_0.jpg,[0.79215686 0.81568627 0.81176471 ... 0.28235294 0.16470588 0.16078431]
train,Adult Content,arkmush_7060184323189673222,360,12.0,extracted_frames\train\Adult Content\arkmush_7060184323189673222_frame_360.jpg,[0.85490196 0.88235294 0.89411765 ... 0.28627451 0.16862745 0.16470588]
train,Adult Content,art_luxury_7210873663283875078,0,0.0,extracted_frames\train\Adult Content\art_luxury_7210873663283875078_frame_0.jpg,[0. 0. 0. ... 0. 0. 0.]
train,Adult Content,art_luxury_7210873663283875078,288,12.0,extracted_frames\train\Adult Content\art_luxury_7210873663283875078_frame_288.jpg,[0.48235294 0.64313725 0.83529412 ... 0.23137255 0.29411765 0.4745098 ]
train,Adult Content,ayano_tempest2_7072378618894208282,0,0.0,extracted_frames\train\Adult Content\ayano_tempest2_7072378618894208282_frame_0.jpg,[0. 0. 0. ... 0. 0. 0.]
train,Adult Content,ayano_tempest2_7072378618894208282,360,12.0,extracted_frames\train\Adult Content\ayano_tempest2_7072378618894208282_frame_360.jpg,[0.31764706 0.24313725 0.22352941 ... 0.         0.         0.        ]
train,Adult Content,babiiii_mild_7373223639543549200,0,0.0,extracted_frames\train\Adult Content\babiiii_mild_7373223639543549200_frame_0.jpg,[0.52156863 0.10196078 0.29411765 ... 0.65098039 0.00392157 0.32156863]
train,Adult Content,babiiii_mild_7373223639543549200,355,11.995730405611466,extracted_frames\train\Adult Content\babiiii_mild_7373223639543549200_frame_355.jpg,[0.49803922 0.0627451  0.29411765 ... 0.11764706 0.         0.04313725]
train,Adult Content,babiiii_mild_7373223639543549200,710,23.99146081122293,extracted_frames\train\Adult Content\babiiii_mild_7373223639543549200_frame_710.jpg,[0.12156863 0.24705882 0.03137255 ... 0.03529412 0.0627451  0.01176471]
train,Adult Content,babiiii_mild_7373223639543549200,1065,35.9871912168344,extracted_frames\train\Adult Content\babiiii_mild_7373223639543549200_frame_1065.jpg,[0. 0. 0. ... 0. 0. 0.]
train,Adult Content,babiiii_mild_7373960082188537089,0,0.0,extracted_frames\train\Adult Content\babiiii_mild_7373960082188537089_frame_0.jpg,[0.2        0.4745098  0.12156863 ... 0.1254902  0.36470588 0.18039216]
train,Adult Content,babiiii_mild_7373960082188537089,348,11.977055449330784,extracted_frames\train\Adult Content\babiiii_mild_7373960082188537089_frame_348.jpg,[0.1372549  0.31372549 0.09019608 ... 0.05098039 0.05490196 0.04705882]
train,Adult Content,babycutegirl1111_7352663679709547777,0,0.0,extracted_frames\train\Adult Content\babycutegirl1111_7352663679709547777_frame_0.jpg,[0. 0. 0. ... 0. 0. 0.]
train,Adult Content,babycutegirl1111_7352663679709547777,360,12.0,extracted_frames\train\Adult Content\babycutegirl1111_7352663679709547777_frame_360.jpg,[0.1254902  0.17254902 0.1254902  ... 0.12941176 0.13333333 0.11764706]
train,Adult Content,babycutegirl1111_7352663679709547777,720,24.0,extracted_frames\train\Adult Content\babycutegirl1111_7352663679709547777_frame_720.jpg,[0.10196078 0.05490196 0.05490196 ... 0.10196078 0.05490196 0.05490196]
train,Adult Content,babyy.but_7365523650461584641,0,0.0,extracted_frames\train\Adult Content\babyy.but_7365523650461584641_frame_0.jpg,[1.         0.98039216 1.         ... 0.29019608 0.41568627 0.43529412]
train,Adult Content,babyy.but_7365523650461584641,359,11.978128991060023,extracted_frames\train\Adult Content\babyy.but_7365523650461584641_frame_359.jpg,[0.10588235 0.22745098 0.22352941 ... 0.35686275 0.41568627 0.44313725]
train,Adult Content,babyy.but_7365523650461584641,718,23.95625798212005,extracted_frames\train\Adult Content\babyy.but_7365523650461584641_frame_718.jpg,[0.         0.05098039 0.04313725 ... 0.11764706 0.28235294 0.51372549]
train,Adult Content,badboyschicago_7308826952037584174,0,0.0,extracted_frames\train\Adult Content\badboyschicago_7308826952037584174_frame_0.jpg,[0.19607843 0.2        0.2745098  ... 0.05490196 0.         0.04313725]
train,Adult Content,badboyschicago_7308826952037584174,351,11.97718204488778,extracted_frames\train\Adult Content\badboyschicago_7308826952037584174_frame_351.jpg,[0.15294118 0.         0.06666667 ... 0.96862745 0.00392157 0.46666667]
train,Adult Content,badboyschicago_7308826952037584174,702,23.95436408977556,extracted_frames\train\Adult Content\badboyschicago_7308826952037584174_frame_702.jpg,[0.49803922 0.         0.21568627 ... 0.20784314 0.         0.10980392]
train,Adult Content,badboyschicago_7309313895003360555,0,0.0,extracted_frames\train\Adult Content\badboyschicago_7309313895003360555_frame_0.jpg,[0.16862745 0.         0.10588235 ... 0.69411765 0.         0.2745098 ]
train,Adult Content,badboyschicago_7309313895003360555,360,12.0,extracted_frames\train\Adult Content\badboyschicago_7309313895003360555_frame_360.jpg,[0.41960784 0.00392157 0.16470588 ... 0.69411765 0.         0.24313725]
train,Adult Content,badboyschicago_7309313895003360555,720,24.0,extracted_frames\train\Adult Content\badboyschicago_7309313895003360555_frame_720.jpg,[0.2627451  0.00392157 0.20392157 ... 0.52941176 0.         0.29803922]
train,Adult Content,badboyschicago_7309313895003360555,1080,36.0,extracted_frames\train\Adult Content\badboyschicago_7309313895003360555_frame_1080.jpg,[0.3254902  0.         0.1372549  ... 0.94901961 0.         0.44313725]
train,Adult Content,baonhisinhlynam_7101217200924609819,0,0.0,extracted_frames\train\Adult Content\baonhisinhlynam_7101217200924609819_frame_0.jpg,[0.50196078 0.20392157 0.0627451  ... 0.94901961 0.98039216 0.63137255]
train,Adult Content,baonhisinhlynam_7101217200924609819,360,12.0,extracted_frames\train\Adult Content\baonhisinhlynam_7101217200924609819_frame_360.jpg,[0. 0. 0. ... 0. 0. 0.]
train,Adult Content,barbie.kimlee_7121351940004416774,0,0.0,extracted_frames\train\Adult Content\barbie.kimlee_7121351940004416774_frame_0.jpg,[0.12156863 0.09803922 0.16470588 ... 0.65882353 0.67843137 0.7372549 ]
train,Adult Content,barbie.kimlee_7121351940004416774,360,12.0,extracted_frames\train\Adult Content\barbie.kimlee_7121351940004416774_frame_360.jpg,[0.37254902 0.1254902  0.69803922 ... 0.8        0.78039216 0.79607843]
train,Adult Content,barclubthex_7246762325208845574,0,0.0,extracted_frames\train\Adult Content\barclubthex_7246762325208845574_frame_0.jpg,[0.14117647 0.         0.18431373 ... 0.88627451 0.77254902 0.89411765]
train,Adult Content,basedonblue_7377621043566988565,0,0.0,extracted_frames\train\Adult Content\basedonblue_7377621043566988565_frame_0.jpg,[0.09411765 0.08235294 0.81176471 ... 0.20784314 0.03921569 0.54117647]
train,Adult Content,basedonblue_7382977073930931477,0,0.0,extracted_frames\train\Adult Content\basedonblue_7382977073930931477_frame_0.jpg,[0.01960784 0.08235294 0.18823529 ... 0.31764706 0.32156863 0.36078431]
train,Adult Content,basedonblue_7382977073930931477,360,12.0,extracted_frames\train\Adult Content\basedonblue_7382977073930931477_frame_360.jpg,[0.20784314 0.62745098 0.35686275 ... 0.23921569 0.26666667 0.27843137]
train,Adult Content,beatvn_official_7371356129026215186,0,0.0,extracted_frames\train\Adult Content\beatvn_official_7371356129026215186_frame_0.jpg,[0.14117647 0.14117647 0.14117647 ... 0.30196078 0.         0.49803922]
train,Adult Content,beatvn_official_7371356129026215186,720,12.0,extracted_frames\train\Adult Content\beatvn_official_7371356129026215186_frame_720.jpg,[0.05882353 0.05882353 0.08235294 ... 0.         0.         0.        ]
train,Adult Content,beatvn_official_7371356129026215186,1440,24.0,extracted_frames\train\Adult Content\beatvn_official_7371356129026215186_frame_1440.jpg,[0. 0. 0. ... 0. 0. 0.]
train,Adult Content,beautyflop_7249340177376709893,0,0.0,extracted_frames\train\Adult Content\beautyflop_7249340177376709893_frame_0.jpg,[0.16470588 0.16862745 0.12941176 ... 0.02745098 0.         0.05098039]
train,Adult Content,beautyflop_7249340177376709893,360,12.0,extracted_frames\train\Adult Content\beautyflop_7249340177376709893_frame_360.jpg,[0.18431373 0.14901961 0.07058824 ... 0.11372549 0.09019608 0.07058824]
train,Adult Content,beautyflop_7249340177376709893,720,24.0,extracted_frames\train\Adult Content\beautyflop_7249340177376709893_frame_720.jpg,[0.99215686 1.         0.90588235 ... 0.60392157 0.35686275 0.2       ]
train,Adult Content,beautypageant_vn_7324102497809779969,0,0.0,extracted_frames\train\Adult Content\beautypageant_vn_7324102497809779969_frame_0.jpg,[0.16470588 0.03921569 0.01568627 ... 0.20784314 0.02745098 0.44705882]
train,Adult Content,beautypageant_vn_7324102497809779969,480,11.992202729044834,extracted_frames\train\Adult Content\beautypageant_vn_7324102497809779969_frame_480.jpg,[0.17254902 0.02352941 0.01568627 ... 0.21568627 0.03137255 0.41568627]
train,Adult Content,beautypageant_vn_7324102497809779969,960,23.984405458089668,extracted_frames\train\Adult Content\beautypageant_vn_7324102497809779969_frame_960.jpg,[0.16862745 0.04313725 0.01960784 ... 0.21960784 0.03529412 0.46666667]
train,Adult Content,bebibebi196196_7268272108961090821,0,0.0,extracted_frames\train\Adult Content\bebibebi196196_7268272108961090821_frame_0.jpg,[0.33333333 0.11372549 0.22745098 ... 0.51764706 0.24313725 0.4       ]
train,Adult Content,bebibebi196196_7268272108961090821,359,11.978645311978646,extracted_frames\train\Adult Content\bebibebi196196_7268272108961090821_frame_359.jpg,[0.23529412 0.08627451 0.29019608 ... 0.12156863 0.03921569 0.1254902 ]
train,Adult Content,bebibebi196196_7268272108961090821,718,23.95729062395729,extracted_frames\train\Adult Content\bebibebi196196_7268272108961090821_frame_718.jpg,[0.21960784 0.07843137 0.25882353 ... 0.10196078 0.01960784 0.11764706]
train,Adult Content,bebibebi196196_7268272108961090821,1077,35.93593593593594,extracted_frames\train\Adult Content\bebibebi196196_7268272108961090821_frame_1077.jpg,[0.19215686 0.07058824 0.2        ... 0.05882353 0.00392157 0.14509804]
train,Adult Content,bebibebi196196_7268272108961090821,1436,47.91458124791458,extracted_frames\train\Adult Content\bebibebi196196_7268272108961090821_frame_1436.jpg,[0.21960784 0.05490196 0.23921569 ... 0.17254902 0.03137255 0.17254902]
train,Adult Content,bebibebi196196_7268272108961090821,1795,59.89322655989323,extracted_frames\train\Adult Content\bebibebi196196_7268272108961090821_frame_1795.jpg,[0.34901961 0.03529412 0.31372549 ... 0.23529412 0.03921569 0.13333333]
train,Adult Content,bechow1702_7335691977687600386,0,0.0,extracted_frames\train\Adult Content\bechow1702_7335691977687600386_frame_0.jpg,[0.01176471 0.01176471 0.01176471 ... 0.03529412 0.05490196 0.05098039]
train,Adult Content,bechow1702_7335691977687600386,300,12.0,extracted_frames\train\Adult Content\bechow1702_7335691977687600386_frame_300.jpg,[0.14117647 0.16078431 0.16078431 ... 0.11372549 0.09411765 0.09019608]
train,Adult Content,bechuotbach14_7299827710157786376,0,0.0,extracted_frames\train\Adult Content\bechuotbach14_7299827710157786376_frame_0.jpg,[0.72156863 0.74901961 0.81568627 ... 0.66666667 0.69411765 0.77254902]
